Timestamp,Value
2022-01-18T00:01:00.000000,0.8
2022-01-18T00:06:00.000000,0.8
2022-01-18T00:11:00.000000,0.8
2022-01-18T00:16:00.000000,0.8
2022-01-18T00:21:00.000000,0.8
2022-01-18T00:26:00.000000,0.9
2022-01-18T00:31:00.000000,1.0
2022-01-18T00:36:00.000000,0.7
2022-01-18T00:41:00.000000,0.2
2022-01-18T00:46:00.000000,0.0
2022-01-18T00:51:00.000000,0.4
2022-01-18T00:56:00.000000,1.4
2022-01-18T01:01:00.000000,1.8
2022-01-18T01:06:00.000000,1.2
2022-01-18T01:11:00.000000,0.8
2022-01-18T01:16:00.000000,0.9
2022-01-18T01:21:00.000000,0.7
2022-01-18T01:26:00.000000,0.4
2022-01-18T01:31:00.000000,0.4
2022-01-18T01:36:00.000000,0.6
2022-01-18T01:41:00.000000,0.7
2022-01-18T01:46:00.000000,0.6
2022-01-18T01:51:00.000000,0.7
2022-01-18T01:56:00.000000,0.7
2022-01-18T02:01:00.000000,0.6
2022-01-18T02:06:00.000000,0.6
2022-01-18T02:11:00.000000,0.7
2022-01-18T02:16:00.000000,0.6
2022-01-18T02:21:00.000000,0.4
2022-01-18T02:26:00.000000,0.5
2022-01-18T02:31:00.000000,0.6
2022-01-18T02:36:00.000000,0.6
2022-01-18T02:41:00.000000,0.5
2022-01-18T02:46:00.000000,0.7
2022-01-18T02:51:00.000000,0.7
2022-01-18T02:56:00.000000,0.5
2022-01-18T03:01:00.000000,0.6
2022-01-18T03:06:00.000000,0.5
2022-01-18T03:11:00.000000,0.4
2022-01-18T03:16:00.000000,0.4
2022-01-18T03:21:00.000000,0.2
2022-01-18T03:26:00.000000,0.1
2022-01-18T03:31:00.000000,0.1
2022-01-18T03:36:00.000000,0.1
2022-01-18T03:41:00.000000,0.3
2022-01-18T03:46:00.000000,0.3
2022-01-18T03:51:00.000000,0.2
2022-01-18T03:56:00.000000,0.3
2022-01-18T04:01:00.000000,0.2
2022-01-18T04:06:00.000000,0.0
2022-01-18T04:11:00.000000,0.1
2022-01-18T04:16:00.000000,0.5
2022-01-18T04:21:00.000000,0.4
2022-01-18T04:26:00.000000,0.0
2022-01-18T04:31:00.000000,-0.1
2022-01-18T04:36:00.000000,-0.2
2022-01-18T04:41:00.000000,-0.3
2022-01-18T04:46:00.000000,-0.4
2022-01-18T04:51:00.000000,-0.4
2022-01-18T04:56:00.000000,-0.4
2022-01-18T05:01:00.000000,-0.4
2022-01-18T05:06:00.000000,-0.8
2022-01-18T05:11:00.000000,-1.0
2022-01-18T05:16:00.000000,-0.7
2022-01-18T05:21:00.000000,-0.6
2022-01-18T05:26:00.000000,-0.5
2022-01-18T05:31:00.000000,-0.4
2022-01-18T05:36:00.000000,-0.3
2022-01-18T05:41:00.000000,-0.3
2022-01-18T05:46:00.000000,-2.0
2022-01-18T05:51:00.000000,-2.1
2022-01-18T05:56:00.000000,0.3
2022-01-18T06:01:00.000000,-0.5
2022-01-18T06:06:00.000000,-2.5
2022-01-18T06:11:00.000000,-1.4
2022-01-18T06:16:00.000000,0.0
2022-01-18T06:21:00.000000,-0.2
2022-01-18T06:26:00.000000,0.4
2022-01-18T06:31:00.000000,4.5
2022-01-18T06:36:00.000000,5.1
2022-01-18T06:41:00.000000,2.2
2022-01-18T06:46:00.000000,1.6
2022-01-18T06:51:00.000000,-0.5
2022-01-18T06:56:00.000000,-2.4
2022-01-18T07:01:00.000000,-1.8
2022-01-18T07:06:00.000000,-1.0
2022-01-18T07:11:00.000000,-0.2
2022-01-18T07:16:00.000000,0.1
2022-01-18T07:21:00.000000,-0.6
2022-01-18T07:26:00.000000,0.0
2022-01-18T07:31:00.000000,1.5
2022-01-18T07:36:00.000000,1.8
2022-01-18T07:41:00.000000,-0.4
2022-01-18T07:46:00.000000,-1.6
2022-01-18T07:51:00.000000,-2.1
2022-01-18T07:56:00.000000,-2.1
2022-01-18T08:01:00.000000,-0.3
2022-01-18T08:06:00.000000,-0.1
2022-01-18T08:11:00.000000,-2.1
2022-01-18T08:16:00.000000,-2.8
2022-01-18T08:21:00.000000,-0.7
2022-01-18T08:26:00.000000,-0.2
2022-01-18T08:31:00.000000,-0.7
2022-01-18T08:36:00.000000,-0.6
2022-01-18T08:41:00.000000,-0.9
2022-01-18T08:46:00.000000,-1.1
2022-01-18T08:51:00.000000,-1.0
2022-01-18T08:56:00.000000,-0.8
2022-01-18T09:01:00.000000,-0.8
2022-01-18T09:06:00.000000,-0.5
2022-01-18T09:11:00.000000,-0.5
2022-01-18T09:16:00.000000,-0.5
2022-01-18T09:21:00.000000,-0.1
2022-01-18T09:26:00.000000,-0.6
2022-01-18T09:31:00.000000,-0.7
2022-01-18T09:36:00.000000,-0.3
2022-01-18T09:41:00.000000,-0.3
2022-01-18T09:46:00.000000,-0.5
2022-01-18T09:51:00.000000,-0.5
2022-01-18T09:56:00.000000,-1.0
2022-01-18T10:01:00.000000,-1.2
2022-01-18T10:06:00.000000,-0.4
2022-01-18T10:11:00.000000,-0.5
2022-01-18T10:16:00.000000,-0.8
2022-01-18T10:21:00.000000,-0.7
2022-01-18T10:26:00.000000,-0.6
2022-01-18T10:31:00.000000,-0.6
2022-01-18T10:36:00.000000,-0.6
2022-01-18T10:41:00.000000,-0.8
2022-01-18T10:46:00.000000,-0.6
2022-01-18T10:51:00.000000,-0.5
2022-01-18T10:56:00.000000,-1.0
2022-01-18T11:01:00.000000,-0.6
2022-01-18T11:06:00.000000,-0.2
2022-01-18T11:11:00.000000,0.0
2022-01-18T11:16:00.000000,0.1
2022-01-18T11:21:00.000000,0.1
2022-01-18T11:26:00.000000,0.0
2022-01-18T11:31:00.000000,0.3
2022-01-18T11:36:00.000000,1.3
2022-01-18T11:41:00.000000,1.6
2022-01-18T11:46:00.000000,1.5
2022-01-18T11:51:00.000000,1.6
2022-01-18T11:56:00.000000,1.2
2022-01-18T12:01:00.000000,0.1
2022-01-18T12:06:00.000000,-0.7
2022-01-18T12:11:00.000000,-1.9
2022-01-18T12:16:00.000000,-2.7
2022-01-18T12:21:00.000000,-2.0
2022-01-18T12:26:00.000000,-0.9
2022-01-18T12:31:00.000000,-0.4
2022-01-18T12:36:00.000000,-0.8
2022-01-18T12:41:00.000000,-1.1
2022-01-18T12:46:00.000000,-0.7
2022-01-18T12:51:00.000000,0.0
2022-01-18T12:56:00.000000,0.0
2022-01-18T13:01:00.000000,-0.6
2022-01-18T13:06:00.000000,-0.9
2022-01-18T13:11:00.000000,-0.8
2022-01-18T13:16:00.000000,-0.2
2022-01-18T13:21:00.000000,0.5
2022-01-18T13:26:00.000000,1.6
2022-01-18T13:31:00.000000,2.8
2022-01-18T13:36:00.000000,2.9
2022-01-18T13:41:00.000000,2.1
2022-01-18T13:46:00.000000,0.4
2022-01-18T13:51:00.000000,-1.0
2022-01-18T13:56:00.000000,-0.7
2022-01-18T14:01:00.000000,-0.2
2022-01-18T14:06:00.000000,-0.7
2022-01-18T14:11:00.000000,-1.0
2022-01-18T14:16:00.000000,-0.4
2022-01-18T14:21:00.000000,0.2
2022-01-18T14:26:00.000000,0.4
2022-01-18T14:31:00.000000,0.3
2022-01-18T14:36:00.000000,0.4
2022-01-18T14:41:00.000000,0.5
2022-01-18T14:46:00.000000,0.3
2022-01-18T14:51:00.000000,0.2
2022-01-18T14:56:00.000000,0.2
2022-01-18T15:01:00.000000,0.1
2022-01-18T15:06:00.000000,0.0
2022-01-18T15:11:00.000000,0.2
2022-01-18T15:16:00.000000,0.1
2022-01-18T15:21:00.000000,-0.3
2022-01-18T15:26:00.000000,-0.8
2022-01-18T15:31:00.000000,-1.1
2022-01-18T15:36:00.000000,-0.5
2022-01-18T15:41:00.000000,0.1
2022-01-18T15:46:00.000000,-0.4
2022-01-18T15:51:00.000000,-0.6
2022-01-18T15:56:00.000000,-0.3
2022-01-18T16:01:00.000000,-0.7
2022-01-18T16:06:00.000000,-0.4
2022-01-18T16:11:00.000000,0.2
2022-01-18T16:16:00.000000,0.2
2022-01-18T16:21:00.000000,0.3
2022-01-18T16:26:00.000000,0.2
2022-01-18T16:31:00.000000,0.2
2022-01-18T16:36:00.000000,0.5
2022-01-18T16:41:00.000000,0.8
2022-01-18T16:46:00.000000,0.9
2022-01-18T16:51:00.000000,0.5
2022-01-18T16:56:00.000000,0.0
2022-01-18T17:01:00.000000,-0.4
2022-01-18T17:06:00.000000,0.0
2022-01-18T18:06:00.000000,0.9
2022-01-18T18:11:00.000000,0.8
2022-01-18T18:16:00.000000,0.1
2022-01-18T18:21:00.000000,0.1
2022-01-18T18:26:00.000000,0.7
2022-01-18T18:31:00.000000,0.6
2022-01-18T18:36:00.000000,1.0
2022-01-18T18:41:00.000000,1.5
2022-01-18T18:46:00.000000,0.9
2022-01-18T18:51:00.000000,0.4
2022-01-18T18:56:00.000000,0.1
2022-01-18T19:01:00.000000,0.1
2022-01-18T19:06:00.000000,0.1
2022-01-18T19:11:00.000000,-0.1
2022-01-18T19:16:00.000000,0.5
2022-01-18T19:21:00.000000,1.2
2022-01-18T19:26:00.000000,1.0
2022-01-18T19:31:00.000000,0.3
2022-01-18T19:36:00.000000,0.0
2022-01-18T19:41:00.000000,0.0
2022-01-18T19:46:00.000000,-0.1
2022-01-18T19:51:00.000000,-0.1
2022-01-18T19:56:00.000000,0.0
2022-01-18T20:01:00.000000,-0.2
2022-01-18T20:06:00.000000,-0.6
2022-01-18T20:11:00.000000,-0.8
2022-01-18T20:16:00.000000,-1.1
2022-01-18T20:21:00.000000,-0.3
2022-01-18T20:26:00.000000,0.2
2022-01-18T20:31:00.000000,-0.4
2022-01-18T20:36:00.000000,-0.4
2022-01-18T20:41:00.000000,-0.3
2022-01-18T20:46:00.000000,-0.7
2022-01-18T20:51:00.000000,-1.0
2022-01-18T20:56:00.000000,-0.6
2022-01-18T21:01:00.000000,-0.4
2022-01-18T21:06:00.000000,-0.7
2022-01-18T21:11:00.000000,-0.6
2022-01-18T21:16:00.000000,-0.5
2022-01-18T21:21:00.000000,-0.6
2022-01-18T21:26:00.000000,-0.5
2022-01-18T21:31:00.000000,-0.3
2022-01-18T21:36:00.000000,-0.2
2022-01-18T21:41:00.000000,-0.2
2022-01-18T21:46:00.000000,-0.3
2022-01-18T21:51:00.000000,-0.7
2022-01-18T21:56:00.000000,-1.1
2022-01-18T22:01:00.000000,-1.0
2022-01-18T22:06:00.000000,-0.7
2022-01-18T22:11:00.000000,-0.5
2022-01-18T22:16:00.000000,-0.2
2022-01-18T22:21:00.000000,-0.1
2022-01-18T22:26:00.000000,0.0
2022-01-18T22:31:00.000000,0.2
2022-01-18T22:36:00.000000,0.3
2022-01-18T22:41:00.000000,0.4
2022-01-18T22:46:00.000000,0.4
2022-01-18T22:51:00.000000,0.4
2022-01-18T22:56:00.000000,0.3
2022-01-18T23:01:00.000000,0.1
2022-01-18T23:06:00.000000,0.0
2022-01-18T23:11:00.000000,0.0
2022-01-18T23:16:00.000000,0.1
2022-01-18T23:21:00.000000,0.2
2022-01-18T23:26:00.000000,0.2
2022-01-18T23:31:00.000000,0.1
2022-01-18T23:36:00.000000,0.1
2022-01-18T23:41:00.000000,0.1
2022-01-18T23:46:00.000000,0.1
2022-01-18T23:51:00.000000,0.1
2022-01-18T23:56:00.000000,0.1
2022-01-19T00:01:00.000000,0.1
2022-01-19T00:06:00.000000,-0.1
2022-01-19T00:11:00.000000,-0.1
2022-01-19T00:16:00.000000,0.1
2022-01-19T00:21:00.000000,0.0
2022-01-19T00:26:00.000000,-0.2
2022-01-19T00:31:00.000000,-0.2
2022-01-19T00:36:00.000000,-0.1
2022-01-19T00:41:00.000000,-0.1
2022-01-19T00:46:00.000000,-0.1
2022-01-19T00:51:00.000000,0.0
2022-01-19T00:56:00.000000,0.0
2022-01-19T01:01:00.000000,0.0
2022-01-19T01:06:00.000000,-0.1
2022-01-19T01:11:00.000000,-0.1
2022-01-19T01:16:00.000000,-0.3
2022-01-19T01:21:00.000000,-0.6
2022-01-19T01:26:00.000000,-0.2
2022-01-19T01:31:00.000000,-0.1
2022-01-19T01:36:00.000000,-0.3
2022-01-19T01:41:00.000000,-0.2
2022-01-19T01:46:00.000000,-0.3
2022-01-19T01:51:00.000000,-0.4
2022-01-19T01:56:00.000000,-0.3
2022-01-19T02:01:00.000000,-0.3
2022-01-19T02:06:00.000000,-0.3
2022-01-19T02:11:00.000000,-0.2
2022-01-19T02:16:00.000000,-0.1
2022-01-19T02:21:00.000000,-0.1
2022-01-19T02:26:00.000000,-0.2
2022-01-19T02:31:00.000000,-0.3
2022-01-19T02:36:00.000000,-0.3
2022-01-19T02:41:00.000000,-0.2
2022-01-19T02:46:00.000000,-0.2
2022-01-19T02:51:00.000000,-0.2
2022-01-19T02:56:00.000000,-0.2
2022-01-19T03:01:00.000000,-0.2
2022-01-19T03:06:00.000000,-0.1
2022-01-19T03:11:00.000000,-0.2
2022-01-19T03:16:00.000000,-0.3
2022-01-19T03:21:00.000000,-0.1
2022-01-19T03:26:00.000000,-0.1
2022-01-19T03:31:00.000000,-0.1
2022-01-19T03:36:00.000000,-0.1
2022-01-19T03:41:00.000000,-0.2
2022-01-19T03:46:00.000000,-0.1
2022-01-19T03:51:00.000000,-0.1
2022-01-19T03:56:00.000000,-0.2
2022-01-19T04:01:00.000000,-0.2
2022-01-19T04:06:00.000000,-0.1
2022-01-19T04:11:00.000000,-0.1
2022-01-19T04:16:00.000000,-0.1
2022-01-19T04:21:00.000000,-0.1
2022-01-19T04:26:00.000000,-0.1
2022-01-19T04:31:00.000000,0.1
2022-01-19T04:36:00.000000,-0.1
2022-01-19T04:41:00.000000,-0.4
2022-01-19T04:46:00.000000,-0.1
2022-01-19T04:51:00.000000,0.4
2022-01-19T04:56:00.000000,0.9
2022-01-19T05:01:00.000000,1.3
2022-01-19T05:06:00.000000,1.5
2022-01-19T05:11:00.000000,2.1
2022-01-19T05:16:00.000000,2.8
2022-01-19T05:21:00.000000,2.5
2022-01-19T05:26:00.000000,1.5
2022-01-19T05:31:00.000000,1.3
2022-01-19T05:36:00.000000,0.2
2022-01-19T05:41:00.000000,3.0
2022-01-19T05:46:00.000000,3.7
2022-01-19T05:51:00.000000,0.2
2022-01-19T05:56:00.000000,0.0
2022-01-19T06:01:00.000000,-0.4
2022-01-19T06:06:00.000000,-0.7
2022-01-19T06:11:00.000000,-0.8
2022-01-19T06:16:00.000000,-0.8
2022-01-19T06:21:00.000000,-0.9
2022-01-19T06:26:00.000000,-0.8
2022-01-19T06:31:00.000000,0.1
2022-01-19T06:36:00.000000,0.4
2022-01-19T06:41:00.000000,-0.7
2022-01-19T06:46:00.000000,-1.4
2022-01-19T06:51:00.000000,-1.1
2022-01-19T06:56:00.000000,-0.9
2022-01-19T07:01:00.000000,-0.8
2022-01-19T07:06:00.000000,-0.2
2022-01-19T07:11:00.000000,0.3
2022-01-19T07:16:00.000000,4.4
2022-01-19T07:21:00.000000,5.5
2022-01-19T07:26:00.000000,4.6
2022-01-19T07:31:00.000000,5.2
2022-01-19T07:36:00.000000,2.1
2022-01-19T07:41:00.000000,-0.7
2022-01-19T07:46:00.000000,-1.9
2022-01-19T07:51:00.000000,-1.8
2022-01-19T07:56:00.000000,-1.8
2022-01-19T08:01:00.000000,-1.5
2022-01-19T08:06:00.000000,-0.6
2022-01-19T08:11:00.000000,-0.5
2022-01-19T08:16:00.000000,-1.0
2022-01-19T08:21:00.000000,-0.8
2022-01-19T08:26:00.000000,-0.8
2022-01-19T08:31:00.000000,-1.4
2022-01-19T08:36:00.000000,-1.2
2022-01-19T08:41:00.000000,-0.3
2022-01-19T08:46:00.000000,0.3
2022-01-19T08:51:00.000000,0.1
2022-01-19T08:56:00.000000,-0.3
2022-01-19T09:01:00.000000,-0.3
2022-01-19T09:06:00.000000,-0.1
2022-01-19T09:11:00.000000,-0.3
2022-01-19T09:16:00.000000,-0.7
2022-01-19T09:21:00.000000,-0.5
2022-01-19T09:26:00.000000,0.0
2022-01-19T09:31:00.000000,-0.3
2022-01-19T09:36:00.000000,-0.8
2022-01-19T09:41:00.000000,-0.5
2022-01-19T09:46:00.000000,-0.2
2022-01-19T09:51:00.000000,-0.4
2022-01-19T09:56:00.000000,-0.5
2022-01-19T10:01:00.000000,-0.5
2022-01-19T10:06:00.000000,-0.5
2022-01-19T10:11:00.000000,-0.4
2022-01-19T10:16:00.000000,-0.7
2022-01-19T10:21:00.000000,-0.8
2022-01-19T10:26:00.000000,-0.6
2022-01-19T10:31:00.000000,-0.5
2022-01-19T10:36:00.000000,-0.4
2022-01-19T10:41:00.000000,-0.6
2022-01-19T10:46:00.000000,-0.9
2022-01-19T10:51:00.000000,-0.9
2022-01-19T10:56:00.000000,-0.4
2022-01-19T11:01:00.000000,-0.3
2022-01-19T11:06:00.000000,-0.7
2022-01-19T11:11:00.000000,-0.9
2022-01-19T11:16:00.000000,-0.5
2022-01-19T11:21:00.000000,0.6
2022-01-19T11:26:00.000000,1.0
2022-01-19T11:31:00.000000,1.2
2022-01-19T11:36:00.000000,1.2
2022-01-19T11:41:00.000000,0.1
2022-01-19T11:46:00.000000,0.1
2022-01-19T11:51:00.000000,1.3
2022-01-19T11:56:00.000000,1.5
2022-01-19T12:01:00.000000,0.8
2022-01-19T12:06:00.000000,0.6
2022-01-19T12:11:00.000000,1.1
2022-01-19T12:16:00.000000,1.1
2022-01-19T12:21:00.000000,0.8
2022-01-19T12:26:00.000000,1.1
2022-01-19T12:31:00.000000,1.1
2022-01-19T12:36:00.000000,0.7
2022-01-19T12:41:00.000000,0.7
2022-01-19T12:46:00.000000,0.9
2022-01-19T12:51:00.000000,0.7
2022-01-19T12:56:00.000000,0.2
2022-01-19T13:01:00.000000,0.0
2022-01-19T13:06:00.000000,0.4
2022-01-19T13:11:00.000000,0.1
2022-01-19T13:16:00.000000,-0.7
2022-01-19T13:21:00.000000,-0.1
2022-01-19T13:26:00.000000,-0.1
2022-01-19T13:31:00.000000,-0.7
2022-01-19T13:36:00.000000,-0.3
2022-01-19T13:41:00.000000,0.2
2022-01-19T13:46:00.000000,0.2
2022-01-19T13:51:00.000000,-0.4
2022-01-19T13:56:00.000000,-0.3
2022-01-19T14:01:00.000000,0.3
2022-01-19T14:06:00.000000,0.2
2022-01-19T14:11:00.000000,-0.5
2022-01-19T14:16:00.000000,-0.5
2022-01-19T14:21:00.000000,0.2
2022-01-19T14:26:00.000000,0.1
2022-01-19T14:31:00.000000,0.5
2022-01-19T14:36:00.000000,0.7
2022-01-19T14:41:00.000000,0.0
2022-01-19T14:46:00.000000,0.5
2022-01-19T14:51:00.000000,0.8
2022-01-19T14:56:00.000000,0.2
2022-01-19T15:01:00.000000,0.0
2022-01-19T15:06:00.000000,-0.2
2022-01-19T15:11:00.000000,-0.4
2022-01-19T15:16:00.000000,-0.4
2022-01-19T15:21:00.000000,0.0
2022-01-19T15:26:00.000000,-0.1
2022-01-19T15:31:00.000000,-0.4
2022-01-19T15:36:00.000000,-0.6
2022-01-19T15:41:00.000000,-0.7
2022-01-19T15:46:00.000000,-0.8
2022-01-19T15:51:00.000000,-1.5
2022-01-19T15:56:00.000000,-1.1
2022-01-19T16:01:00.000000,-0.6
2022-01-19T16:06:00.000000,-0.6
2022-01-19T16:11:00.000000,0.3
2022-01-19T16:16:00.000000,0.4
2022-01-19T16:21:00.000000,-0.7
2022-01-19T16:26:00.000000,-0.9
2022-01-19T16:31:00.000000,-0.7
2022-01-19T16:36:00.000000,-0.7
2022-01-19T16:41:00.000000,-0.3
2022-01-19T16:46:00.000000,0.4
2022-01-19T16:51:00.000000,0.5
2022-01-19T16:56:00.000000,0.0
2022-01-19T17:01:00.000000,-0.7
2022-01-19T17:06:00.000000,-1.0
2022-01-19T17:11:00.000000,-0.7
2022-01-19T17:16:00.000000,-0.4
2022-01-19T17:21:00.000000,0.3
2022-01-19T17:26:00.000000,1.4
2022-01-19T17:31:00.000000,0.8
2022-01-19T18:51:00.000000,-0.3
2022-01-19T18:56:00.000000,0.0
2022-01-19T19:01:00.000000,0.1
2022-01-19T19:06:00.000000,-0.3
2022-01-19T19:11:00.000000,-0.7
2022-01-19T19:16:00.000000,-0.9
2022-01-19T19:21:00.000000,-1.3
2022-01-19T19:26:00.000000,-1.6
2022-01-19T19:31:00.000000,-1.7
2022-01-19T19:36:00.000000,-1.5
2022-01-19T19:41:00.000000,-0.6
2022-01-19T19:46:00.000000,-0.1
2022-01-19T19:51:00.000000,-0.2
2022-01-19T19:56:00.000000,-0.1
2022-01-19T20:01:00.000000,-0.1
2022-01-19T20:06:00.000000,-0.3
2022-01-19T20:11:00.000000,-0.6
2022-01-19T20:16:00.000000,-0.7
2022-01-19T20:21:00.000000,-0.8
2022-01-19T20:26:00.000000,-1.1
2022-01-19T20:31:00.000000,-0.8
2022-01-19T20:36:00.000000,-0.5
2022-01-19T20:41:00.000000,-0.5
2022-01-19T20:46:00.000000,-0.2
2022-01-19T20:51:00.000000,0.0
2022-01-19T20:56:00.000000,0.3
2022-01-19T21:01:00.000000,0.7
2022-01-19T21:06:00.000000,0.7
2022-01-19T21:11:00.000000,0.5
2022-01-19T21:16:00.000000,0.3
2022-01-19T21:21:00.000000,0.2
2022-01-19T21:26:00.000000,0.2
2022-01-19T21:31:00.000000,0.3
2022-01-19T21:36:00.000000,0.3
2022-01-19T21:41:00.000000,0.2
2022-01-19T21:46:00.000000,0.3
2022-01-19T21:51:00.000000,0.3
2022-01-19T21:56:00.000000,0.2
2022-01-19T22:01:00.000000,0.3
2022-01-19T22:06:00.000000,0.3
2022-01-19T22:11:00.000000,0.2
2022-01-19T22:16:00.000000,0.2
2022-01-19T22:21:00.000000,0.3
2022-01-19T22:26:00.000000,0.3
2022-01-19T22:31:00.000000,0.2
2022-01-19T22:36:00.000000,0.1
2022-01-19T22:41:00.000000,0.1
2022-01-19T22:46:00.000000,0.2
2022-01-19T22:51:00.000000,0.3
2022-01-19T22:56:00.000000,0.4
2022-01-19T23:01:00.000000,0.4
2022-01-19T23:06:00.000000,0.1
2022-01-19T23:11:00.000000,0.2
2022-01-19T23:16:00.000000,0.6
2022-01-19T23:21:00.000000,0.6
2022-01-19T23:26:00.000000,0.8
2022-01-19T23:31:00.000000,1.2
2022-01-19T23:36:00.000000,1.3
2022-01-19T23:41:00.000000,1.1
2022-01-19T23:46:00.000000,1.0
2022-01-19T23:51:00.000000,1.0
2022-01-19T23:56:00.000000,0.9
2022-01-20T00:01:00.000000,0.8
2022-01-20T00:06:00.000000,0.7
2022-01-20T00:11:00.000000,0.6
2022-01-20T00:16:00.000000,0.5
2022-01-20T00:21:00.000000,0.5
2022-01-20T00:26:00.000000,0.5
2022-01-20T00:31:00.000000,0.4
2022-01-20T00:36:00.000000,0.3
2022-01-20T00:41:00.000000,0.2
2022-01-20T00:46:00.000000,0.3
2022-01-20T00:51:00.000000,0.3
2022-01-20T00:56:00.000000,0.3
2022-01-20T01:01:00.000000,0.4
2022-01-20T01:06:00.000000,0.2
2022-01-20T01:11:00.000000,0.3
2022-01-20T01:16:00.000000,0.6
2022-01-20T01:21:00.000000,0.6
2022-01-20T01:26:00.000000,0.6
2022-01-20T01:31:00.000000,0.5
2022-01-20T01:36:00.000000,0.3
2022-01-20T01:41:00.000000,0.2
2022-01-20T01:46:00.000000,0.4
2022-01-20T01:51:00.000000,0.4
2022-01-20T01:56:00.000000,0.4
2022-01-20T02:01:00.000000,0.4
2022-01-20T02:06:00.000000,0.4
2022-01-20T02:11:00.000000,0.6
2022-01-20T02:16:00.000000,0.5
2022-01-20T02:21:00.000000,0.4
2022-01-20T02:26:00.000000,0.4
2022-01-20T02:31:00.000000,0.6
2022-01-20T02:36:00.000000,0.6
2022-01-20T02:41:00.000000,0.1
2022-01-20T02:46:00.000000,0.1
2022-01-20T02:51:00.000000,0.4
2022-01-20T02:56:00.000000,0.3
2022-01-20T03:01:00.000000,0.4
2022-01-20T03:06:00.000000,0.5
2022-01-20T03:11:00.000000,0.3
2022-01-20T03:16:00.000000,0.2
2022-01-20T03:21:00.000000,0.1
2022-01-20T03:26:00.000000,0.4
2022-01-20T03:31:00.000000,0.6
2022-01-20T03:36:00.000000,0.3
2022-01-20T03:41:00.000000,0.2
2022-01-20T03:46:00.000000,-0.2
2022-01-20T03:51:00.000000,-0.4
2022-01-20T03:56:00.000000,0.3
2022-01-20T04:01:00.000000,0.9
2022-01-20T04:06:00.000000,0.7
2022-01-20T04:11:00.000000,0.3
2022-01-20T04:16:00.000000,-0.5
2022-01-20T04:21:00.000000,-0.8
2022-01-20T04:26:00.000000,0.3
2022-01-20T04:31:00.000000,-0.9
2022-01-20T04:36:00.000000,2.2
2022-01-20T04:41:00.000000,3.7
2022-01-20T04:46:00.000000,-0.8
2022-01-20T04:51:00.000000,-1.6
2022-01-20T04:56:00.000000,0.0
2022-01-20T05:01:00.000000,1.2
2022-01-20T05:06:00.000000,-0.8
2022-01-20T05:11:00.000000,-1.2
2022-01-20T05:16:00.000000,0.1
2022-01-20T05:21:00.000000,-0.4
2022-01-20T05:26:00.000000,-1.4
2022-01-20T05:31:00.000000,-2.5
2022-01-20T05:36:00.000000,-1.8
2022-01-20T05:41:00.000000,0.5
2022-01-20T05:46:00.000000,0.6
2022-01-20T05:51:00.000000,-0.8
2022-01-20T05:56:00.000000,-1.3
2022-01-20T06:01:00.000000,-1.2
2022-01-20T06:06:00.000000,-0.8
2022-01-20T06:11:00.000000,-0.6
2022-01-20T06:16:00.000000,-0.7
2022-01-20T06:21:00.000000,-1.1
2022-01-20T06:26:00.000000,-1.5
